Error al procesar el item {}: {}Calle(id=null, codigo=7, via=CL, nombre=AARON, primerNum=1, ultimoNum=3, barrio=MANGAS VERDES, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13664, via=CL, nombre=CARRETERIA, primerNum=1, ultimoNum=89, barrio=LA GOLETA, codDistrito=1, nomDistrito=CENTRO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13664, via=CL, nombre=CARRETERIA, primerNum=91, ultimoNum=105, barrio=SAN FELIPE NERI, codDistrito=1, nomDistrito=CENTRO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13664, via=CL, nombre=CARRETERIA, primerNum=107, ultimoNum=111, barrio=LA MERCED, codDistrito=1, nomDistrito=CENTRO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13664, via=CL, nombre=CARRETERIA, primerNum=2, ultimoNum=104, barrio=CENTRO HISTORICO, codDistrito=1, nomDistrito=CENTRO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81712, via=DSMO, nombre=CARRETERILLO, primerNum=1, ultimoNum=1, barrio=LOS G�MEZ-ZAPATERO, codDistrito=5, nomDistrito=PALMA-PALMILLA)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81713, via=DSMO, nombre=CARRETERO, primerNum=1, ultimoNum=1, barrio=LOS G�MEZ-ZAPATERO, codDistrito=5, nomDistrito=PALMA-PALMILLA)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13692, via=CL, nombre=CARRIL, primerNum=1, ultimoNum=41, barrio=LA TRINIDAD, codDistrito=1, nomDistrito=CENTRO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13692, via=CL, nombre=CARRIL, primerNum=2, ultimoNum=44, barrio=LA TRINIDAD, codDistrito=1, nomDistrito=CENTRO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=82608, via=DSMO, nombre=CARRIL DE GLORIA, primerNum=1, ultimoNum=9, barrio=DSMO DM CAMPANILLAS, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=82608, via=DSMO, nombre=CARRIL DE GLORIA, primerNum=2, ultimoNum=10, barrio=DSMO DM CAMPANILLAS, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13720, via=CL, nombre=CARRION, primerNum=1, ultimoNum=17, barrio=EL EJIDO, codDistrito=1, nomDistrito=CENTRO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13720, via=CL, nombre=CARRION, primerNum=2, ultimoNum=10, barrio=EL EJIDO, codDistrito=1, nomDistrito=CENTRO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=21656, via=CMNO, nombre=CARRIZOS LOS, primerNum=1, ultimoNum=33, barrio=DSMO DM CAMPANILLAS, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=21656, via=CMNO, nombre=CARRIZOS LOS, primerNum=2, ultimoNum=40, barrio=DSMO DM CAMPANILLAS, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13734, via=CL, nombre=CARTAJIMA, primerNum=1, ultimoNum=5, barrio=SAN RAFAEL, codDistrito=6, nomDistrito=CRUZ DE HUMILLADERO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13734, via=CL, nombre=CARTAJIMA, primerNum=2, ultimoNum=6, barrio=SAN RAFAEL, codDistrito=6, nomDistrito=CRUZ DE HUMILLADERO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13741, via=CL, nombre=CARTAMA, primerNum=1, ultimoNum=7, barrio=CASTA�ETAS, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13741, via=CL, nombre=CARTAMA, primerNum=2, ultimoNum=4, barrio=CASTA�ETAS, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13776, via=CL, nombre=CARTAOJAL, primerNum=1, ultimoNum=53, barrio=MAQUEDA, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13776, via=CL, nombre=CARTAOJAL, primerNum=2, ultimoNum=64, barrio=MAQUEDA, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13790, via=PJE, nombre=CARTAOJAL, primerNum=1, ultimoNum=17, barrio=MAQUEDA, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13790, via=PJE, nombre=CARTAOJAL, primerNum=2, ultimoNum=16, barrio=MAQUEDA, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13804, via=CL, nombre=CARTAYA, primerNum=1, ultimoNum=11, barrio=POL IND LOS GUINDOS, codDistrito=7, nomDistrito=CARRETERA DE CADIZ)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13804, via=CL, nombre=CARTAYA, primerNum=2, ultimoNum=14, barrio=POL IND LOS GUINDOS, codDistrito=7, nomDistrito=CARRETERA DE CADIZ)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13832, via=PJE, nombre=CARTERO, primerNum=1, ultimoNum=15, barrio=GRANJA SUAREZ, codDistrito=4, nomDistrito=BAILEN-MIRAFLORES)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13832, via=PJE, nombre=CARTERO, primerNum=2, ultimoNum=14, barrio=GRANJA SUAREZ, codDistrito=4, nomDistrito=BAILEN-MIRAFLORES)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13860, via=CL, nombre=CARTUCHERITA, primerNum=1, ultimoNum=17, barrio=CAMINO DE ANTEQUERA, codDistrito=6, nomDistrito=CRUZ DE HUMILLADERO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13860, via=CL, nombre=CARTUCHERITA, primerNum=2, ultimoNum=10, barrio=CAMINO DE ANTEQUERA, codDistrito=6, nomDistrito=CRUZ DE HUMILLADERO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=35146, via=CL, nombre=CARUSO, primerNum=1, ultimoNum=35, barrio=LOS PRADOS, codDistrito=6, nomDistrito=CRUZ DE HUMILLADERO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=35146, via=CL, nombre=CARUSO, primerNum=2, ultimoNum=34, barrio=LOS PRADOS, codDistrito=6, nomDistrito=CRUZ DE HUMILLADERO)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=82535, via=DSMO, nombre=CASA BLANCA PALOMA, primerNum=1, ultimoNum=1, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81117, via=DSMO, nombre=CASA CALVARIO, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81159, via=DSMO, nombre=CASA CASAMAYOR, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81180, via=DSMO, nombre=CASA CENCE, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81850, via=DSMO, nombre=CASA CERRO VALLEJO, primerNum=1, ultimoNum=1, barrio=PILAR DEL PRADO, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81850, via=DSMO, nombre=CASA CERRO VALLEJO, primerNum=2, ultimoNum=2, barrio=DSMO DM CAMPANILLAS, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81224, via=DSMO, nombre=CASA CHINCHILLA, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81691, via=DSMO, nombre=CASA CONFEDERACION, primerNum=1, ultimoNum=1, barrio=DSMO DM PALMA-PALMILLA, codDistrito=5, nomDistrito=PALMA-PALMILLA)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81691, via=DSMO, nombre=CASA CONFEDERACION, primerNum=2, ultimoNum=2, barrio=DSMO DM PALMA-PALMILLA, codDistrito=5, nomDistrito=PALMA-PALMILLA)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81229, via=DSMO, nombre=CASA CORRAL, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81198, via=DSMO, nombre=CASA DE CERRO, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81198, via=DSMO, nombre=CASA DE CERRO, primerNum=2, ultimoNum=2, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81237, via=DSMO, nombre=CASA DE CHAVICO, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81564, via=DSMO, nombre=CASA DE FLAMENCO, primerNum=1, ultimoNum=1, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81720, via=DSMO, nombre=CASA DE GAMEZ, primerNum=1, ultimoNum=1, barrio=LOS G�MEZ-ZAPATERO, codDistrito=5, nomDistrito=PALMA-PALMILLA)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81115, via=DSMO, nombre=CASA DE RAFALILLO, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81115, via=DSMO, nombre=CASA DE RAFALILLO, primerNum=2, ultimoNum=2, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81696, via=DSMO, nombre=CASA DE RAMON, primerNum=1, ultimoNum=1, barrio=DSMO DM PALMA-PALMILLA, codDistrito=5, nomDistrito=PALMA-PALMILLA)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81080, via=DSMO, nombre=CASA DE SERVICIO CONFEDERACION, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81532, via=DSMO, nombre=CASA DEL BARBERO, primerNum=1, ultimoNum=1, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81058, via=DSMO, nombre=CASA DON VENTURA, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81058, via=DSMO, nombre=CASA DON VENTURA, primerNum=2, ultimoNum=2, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=82521, via=DSMO, nombre=CASA EL PEDREGAL, primerNum=1, ultimoNum=1, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81230, via=DSMO, nombre=CASA FORESTAL, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81171, via=DSMO, nombre=CASA FORESTAL ARROYO HONDO, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81060, via=DSMO, nombre=CASA FORESTAL CONTRERAS, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81172, via=DSMO, nombre=CASA FORESTAL CUADRADA, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81170, via=DSMO, nombre=CASA FORESTAL EL BOTICARIO, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81170, via=DSMO, nombre=CASA FORESTAL EL BOTICARIO, primerNum=2, ultimoNum=2, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81173, via=DSMO, nombre=CASA FORESTAL JUAN LUNA, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81194, via=DSMO, nombre=CASA FORESTAL LAS CONTADORAS, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81194, via=DSMO, nombre=CASA FORESTAL LAS CONTADORAS, primerNum=2, ultimoNum=2, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81085, via=DSMO, nombre=CASA FORESTAL LOS CALVOS, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81099, via=DSMO, nombre=CASA FORESTAL MARUJAN, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81062, via=DSMO, nombre=CASA FORESTAL PICAPEDREROS, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81225, via=DSMO, nombre=CASA FORESTAL SERRANILLO, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81206, via=DSMO, nombre=CASA FORESTAL TORRIJOS, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81251, via=DSMO, nombre=CASA FRONTALES, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81168, via=DSMO, nombre=CASA GUIJARRO, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81567, via=DSMO, nombre=CASA LA ESCARDADA, primerNum=1, ultimoNum=3, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81567, via=DSMO, nombre=CASA LA ESCARDADA, primerNum=2, ultimoNum=4, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81120, via=DSMO, nombre=CASA LA SOLANA, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=82147, via=DSMO, nombre=CASA LA VENTILLA, primerNum=1, ultimoNum=1, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=82147, via=DSMO, nombre=CASA LA VENTILLA, primerNum=2, ultimoNum=2, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81061, via=DSMO, nombre=CASA LAS LIGERAS, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81553, via=DSMO, nombre=CASA LO MILLAN, primerNum=1, ultimoNum=1, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81553, via=DSMO, nombre=CASA LO MILLAN, primerNum=2, ultimoNum=2, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81538, via=DSMO, nombre=CASA LO RUIZ, primerNum=1, ultimoNum=1, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81538, via=DSMO, nombre=CASA LO RUIZ, primerNum=2, ultimoNum=2, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81531, via=DSMO, nombre=CASA LORCURA, primerNum=1, ultimoNum=1, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81122, via=DSMO, nombre=CASA LOS CARRILLOS, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81122, via=DSMO, nombre=CASA LOS CARRILLOS, primerNum=2, ultimoNum=2, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81185, via=DSMO, nombre=CASA LOS CUENCAS, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81516, via=DSMO, nombre=CASA LOS GAMEZ, primerNum=1, ultimoNum=3, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81516, via=DSMO, nombre=CASA LOS GAMEZ, primerNum=2, ultimoNum=4, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81116, via=DSMO, nombre=CASA MONIGOTE, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=82074, via=DSMO, nombre=CASA PELIGRAN, primerNum=1, ultimoNum=1, barrio=DSMO DM CAMPANILLAS, codDistrito=9, nomDistrito=CAMPANILLAS)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81746, via=DSMO, nombre=CASA PUNTA, primerNum=1, ultimoNum=5, barrio=DSMO DM PALMA-PALMILLA, codDistrito=5, nomDistrito=PALMA-PALMILLA)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81746, via=DSMO, nombre=CASA PUNTA, primerNum=2, ultimoNum=4, barrio=DSMO DM PALMA-PALMILLA, codDistrito=5, nomDistrito=PALMA-PALMILLA)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81714, via=DSMO, nombre=CASA ROSA, primerNum=1, ultimoNum=1, barrio=LOS G�MEZ-ZAPATERO, codDistrito=5, nomDistrito=PALMA-PALMILLA)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=21800, via=CMNO, nombre=CASA RUICES BAJOS, primerNum=1, ultimoNum=3, barrio=PUERTOSOL, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=21800, via=CMNO, nombre=CASA RUICES BAJOS, primerNum=5, ultimoNum=15, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=21800, via=CMNO, nombre=CASA RUICES BAJOS, primerNum=2, ultimoNum=2, barrio=PUERTOSOL, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=21800, via=CMNO, nombre=CASA RUICES BAJOS, primerNum=4, ultimoNum=24, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=82162, via=DSMO, nombre=CASA RUICES BAJOS, primerNum=1, ultimoNum=1, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=82162, via=DSMO, nombre=CASA RUICES BAJOS, primerNum=2, ultimoNum=2, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81192, via=DSMO, nombre=CASA SUPIDE, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81542, via=DSMO, nombre=CASA TINTORERO, primerNum=1, ultimoNum=1, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81542, via=DSMO, nombre=CASA TINTORERO, primerNum=2, ultimoNum=2, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81536, via=DSMO, nombre=CASA TORREQUEMADA, primerNum=1, ultimoNum=5, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81536, via=DSMO, nombre=CASA TORREQUEMADA, primerNum=2, ultimoNum=4, barrio=DISEMINADO DM P DE LA TORRE, codDistrito=10, nomDistrito=PUERTO DE LA TORRE)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=81232, via=DSMO, nombre=CASA VIGIL, primerNum=1, ultimoNum=1, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13888, via=CL, nombre=CASABERMEJA, primerNum=1, ultimoNum=17, barrio=PARQUE EMPRESARIAL AZUCARERA, codDistrito=7, nomDistrito=CARRETERA DE CADIZ)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13888, via=CL, nombre=CASABERMEJA, primerNum=2, ultimoNum=14, barrio=PARQUE EMPRESARIAL AZUCARERA, codDistrito=7, nomDistrito=CARRETERA DE CADIZ)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13902, via=CMNO, nombre=CASABERMEJA, primerNum=1, ultimoNum=79, barrio=CIUDAD JARD�N, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13902, via=CMNO, nombre=CASABERMEJA, primerNum=81, ultimoNum=85, barrio=FINCA SAN JOSE, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13902, via=CMNO, nombre=CASABERMEJA, primerNum=2, ultimoNum=54, barrio=CIUDAD JARD�N, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13902, via=CMNO, nombre=CASABERMEJA, primerNum=56, ultimoNum=78, barrio=LOS VIVEROS, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13902, via=CMNO, nombre=CASABERMEJA, primerNum=80, ultimoNum=124, barrio=SAN JOSE, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13902, via=CMNO, nombre=CASABERMEJA, primerNum=126, ultimoNum=128, barrio=FINCA SAN JOSE, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=13902, via=CMNO, nombre=CASABERMEJA, primerNum=130, ultimoNum=130, barrio=DSMO DM CIUDAD JARDIN, codDistrito=3, nomDistrito=CIUDAD JARDIN)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=21571, via=CTRA, nombre=CASABERMEJA KM-3.0, primerNum=1, ultimoNum=33, barrio=DSMO DM PALMA-PALMILLA, codDistrito=5, nomDistrito=PALMA-PALMILLA)No cumple con la validación
Error al procesar el item {}: {}Calle(id=null, codigo=21571, via=CTRA, nombre=CASABERMEJA KM-3.0, primerNum=2, ultimoNum=34, barrio=DSMO DM PALMA-PALMILLA, codDistrito=5, nomDistrito=PALMA-PALMILLA)No cumple con la validación
