CODIGO_CALLE,TIPO_VIA,NOMBRE_CALLE,PRIMER_NUM_TRAMO,ULTIMO_NUM_TRAMO,BARRIO,COD_DISTRITO,NOM_DISTRITO
41713,CL,MADRE TERESA DE CALCUTA ,11,15,POL ALAMEDA ,6,CRUZ DE HUMILLADERO 
41713,CL,MADRE TERESA DE CALCUTA ,2,14,LOS TILOS ,6,CRUZ DE HUMILLADERO 
41776,CL,MADRID,1,23,OROZCO,10,PUERTO DE LA TORRE
41776,CL,MADRID,2,24,OROZCO,10,PUERTO DE LA TORRE
41804,CL,MADRIGAL,1,11,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
41804,CL,MADRIGAL,2,14,CAMINO DE ANTEQUERA ,6,CRUZ DE HUMILLADERO 
40852,CL,MADRO�OS,1,5,LOS CIPRESES,3,CIUDAD JARDIN 
40852,CL,MADRO�OS,2,12,LOS CIPRESES,3,CIUDAD JARDIN 
41832,CL,MADURA,1,17,EL ATABAL ,10,PUERTO DE LA TORRE
41832,CL,MADURA,2,6,EL ATABAL ,10,PUERTO DE LA TORRE
41846,CL,MAERA ,1,3,LOS GIRASOLES ,7,CARRETERA DE CADIZ
41846,CL,MAERA ,2,4,LOS GIRASOLES ,7,CARRETERA DE CADIZ
41853,CL,MAESE NICOLAS ,1,7,CIUDAD JARD�N ,3,CIUDAD JARDIN 
41853,CL,MAESE NICOLAS ,9,77,LOS VIVEROS ,3,CIUDAD JARDIN 
41853,CL,MAESE NICOLAS ,2,6,ALEGRIA DE LA HUERTA,3,CIUDAD JARDIN 
41853,CL,MAESE NICOLAS ,8,10,LOS VIVEROS ,3,CIUDAD JARDIN 
41853,CL,MAESE NICOLAS ,12,16,HUERTA NUEVA,3,CIUDAD JARDIN 
21829,JDIN,MAESTRA LOLA ROMERO ,1,1,LAS ACACIAS ,2,ESTE
21829,JDIN,MAESTRA LOLA ROMERO ,2,2,LAS ACACIAS ,2,ESTE
21775,JDIN,MAESTRA MARI CARMEN RAMIREZ ,1,1,LA PRINCESA ,7,CARRETERA DE CADIZ
21775,JDIN,MAESTRA MARI CARMEN RAMIREZ ,2,2,LA PRINCESA ,7,CARRETERA DE CADIZ
41888,CL,MAESTRANZA,1,27,LA MALAGUETA,1,CENTRO
41888,CL,MAESTRANZA,2,26,LA MALAGUETA,1,CENTRO
41902,PL,MAESTRE ANDRES,1,5,HAZA ONDA ,7,CARRETERA DE CADIZ
41902,PL,MAESTRE ANDRES,2,4,HAZA ONDA ,7,CARRETERA DE CADIZ
41916,CL,MAESTRE DE CALATRAVA,1,15,SAN MIGUEL,1,CENTRO
41916,CL,MAESTRE DE CALATRAVA,2,14,SAN MIGUEL,1,CENTRO
75978,CL,MAESTRIA INDUSTRIAL DE LA ,1,11,CARRANQUE ,6,CRUZ DE HUMILLADERO 
75978,CL,MAESTRIA INDUSTRIAL DE LA ,2,12,CARRANQUE ,6,CRUZ DE HUMILLADERO 
41944,CL,MAESTRO ALONSO,1,5,JARDIN DE LA ABADIA ,7,CARRETERA DE CADIZ
41944,CL,MAESTRO ALONSO,2,8,JARDIN DE LA ABADIA ,7,CARRETERA DE CADIZ
41951,PL,MAESTRO ARTOLA,1,3,EL EJIDO,1,CENTRO
41951,PL,MAESTRO ARTOLA,2,2,EL EJIDO,1,CENTRO
41958,CL,MAESTRO BARBIERI,1,17,HELIOMAR,8,CHURRIANA 
41958,CL,MAESTRO BARBIERI,2,18,HELIOMAR,8,CHURRIANA 
41972,CL,MAESTRO CHAPI ,1,9,JARDIN DE LA ABADIA ,7,CARRETERA DE CADIZ
41972,CL,MAESTRO CHAPI ,2,8,JARDIN DE LA ABADIA ,7,CARRETERA DE CADIZ
21630,CMNO,MAESTRO ESCUELA ,1,11,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
21630,CMNO,MAESTRO ESCUELA ,2,12,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
41986,CL,MAESTRO FLECAN,1,15,HELIOMAR,8,CHURRIANA 
41986,CL,MAESTRO FLECAN,17,53,LAS ESPE�UELAS,8,CHURRIANA 
41986,CL,MAESTRO FLECAN,2,36,HELIOMAR,8,CHURRIANA 
42000,CL,MAESTRO GUERRERO,1,11,HUELIN,7,CARRETERA DE CADIZ
42000,CL,MAESTRO GUERRERO,2,10,HUELIN,7,CARRETERA DE CADIZ
42014,CL,MAESTRO GURIDI,1,17,HELIOMAR,8,CHURRIANA 
42014,CL,MAESTRO GURIDI,2,18,HELIOMAR,8,CHURRIANA 
42021,CL,MAESTRO JIMENEZ ,1,3,LAS MORILLAS,11,TEATINOS-UNIVERSIDAD
42021,CL,MAESTRO JIMENEZ ,2,24,HACIENDA ROLDAN ,11,TEATINOS-UNIVERSIDAD
42028,CL,MAESTRO LECUONA ,1,13,LOS TILOS ,6,CRUZ DE HUMILLADERO 
42028,CL,MAESTRO LECUONA ,2,16,LOS TILOS ,6,CRUZ DE HUMILLADERO 
42042,CL,MAESTRO MORENO TORROBA,1,93,HELIOMAR,8,CHURRIANA 
42042,CL,MAESTRO MORENO TORROBA,2,98,HELIOMAR,8,CHURRIANA 
42056,CL,MAESTRO NAVAS ,1,3,CIUDAD JARD�N ,3,CIUDAD JARDIN 
42056,CL,MAESTRO NAVAS ,2,4,CIUDAD JARD�N ,3,CIUDAD JARDIN 
42057,CL,MAESTRO PABLO LUNA,1,5,LOS CASTILLEJOS ,4,BAILEN-MIRAFLORES 
42057,CL,MAESTRO PABLO LUNA,2,8,LOS CASTILLEJOS ,4,BAILEN-MIRAFLORES 
42058,CL,MAESTRO SERRANO ,1,91,HELIOMAR,8,CHURRIANA 
42058,CL,MAESTRO SERRANO ,2,28,HELIOMAR,8,CHURRIANA 
42059,CL,MAESTRO SOLANO,1,15,MIRAFLORES ALTO ,2,ESTE
42059,CL,MAESTRO SOLANO,2,4,MIRAFLORES ALTO ,2,ESTE
42060,PJE ,MAESTRO SOUTULLO,1,9,HELIOMAR,8,CHURRIANA 
42060,PJE ,MAESTRO SOUTULLO,2,10,HELIOMAR,8,CHURRIANA 
42062,CL,MAESTRO TOMAS BRETON,1,35,HELIOMAR,8,CHURRIANA 
42062,CL,MAESTRO TOMAS BRETON,2,16,HELIOMAR,8,CHURRIANA 
42064,CL,MAESTRO USANDIZAGA,1,19,HELIOMAR,8,CHURRIANA 
42064,CL,MAESTRO USANDIZAGA,2,8,HELIOMAR,8,CHURRIANA 
42066,CL,MAESTRO VALVERDE,1,21,HELIOMAR,8,CHURRIANA 
42066,CL,MAESTRO VALVERDE,2,10,HELIOMAR,8,CHURRIANA 
42068,CL,MAESTRO VERT,1,55,HACIENDA PLATERO,8,CHURRIANA 
42068,CL,MAESTRO VERT,57,59,LAS ESPE�UELAS,8,CHURRIANA 
42068,CL,MAESTRO VERT,2,56,HELIOMAR,8,CHURRIANA 
42068,CL,MAESTRO VERT,58,68,LAS ESPE�UELAS,8,CHURRIANA 
42069,CL,MAESTRO VICENTE LLEO,1,17,HELIOMAR,8,CHURRIANA 
42069,CL,MAESTRO VICENTE LLEO,2,14,HELIOMAR,8,CHURRIANA 
42070,CL,MAGALLANES,1,3,LA MALAGUETA,1,CENTRO
42070,CL,MAGALLANES,2,4,LA MALAGUETA,1,CENTRO
42084,CL,MAGISTRADO SALVADOR BARBERA ,1,11,NUEVA MALAGA,4,BAILEN-MIRAFLORES 
42084,CL,MAGISTRADO SALVADOR BARBERA ,13,19,LOS CASTILLEJOS ,4,BAILEN-MIRAFLORES 
42084,CL,MAGISTRADO SALVADOR BARBERA ,2,16,NUEVA MALAGA,4,BAILEN-MIRAFLORES 
42084,CL,MAGISTRADO SALVADOR BARBERA ,18,26,LOS CASTILLEJOS ,4,BAILEN-MIRAFLORES 
42085,PJE ,MAGISTRADO SALVADOR BARBERA ,1,1,NUEVA MALAGA,4,BAILEN-MIRAFLORES 
42085,PJE ,MAGISTRADO SALVADOR BARBERA ,2,2,NUEVA MALAGA,4,BAILEN-MIRAFLORES 
42112,CL,MAGNOLIOS ,1,23,PINARES DE SAN ANT�N,2,ESTE
42112,CL,MAGNOLIOS ,2,24,PINARES DE SAN ANT�N,2,ESTE
42112,CL,MAGNOLIOS ,26,28,LOMAS DE SAN ANTON,2,ESTE
42126,CL,MAGRITAS,1,3,LOS PRADOS,6,CRUZ DE HUMILLADERO 
42126,CL,MAGRITAS,2,4,LOS PRADOS,6,CRUZ DE HUMILLADERO 
42127,CL,MAHATMA GANDHI,1,5,SAN JOSE DEL VISO ,6,CRUZ DE HUMILLADERO 
42127,CL,MAHATMA GANDHI,2,4,SAN JOSE DEL VISO ,6,CRUZ DE HUMILLADERO 
42128,CL,MAHLER,1,7,EL DUENDE ,6,CRUZ DE HUMILLADERO 
42128,CL,MAHLER,2,12,EL DUENDE ,6,CRUZ DE HUMILLADERO 
43120,CL,MAIMONIDES,1,23,PILAR DEL PRADO ,9,CAMPANILLAS 
43120,CL,MAIMONIDES,2,2,PILAR DEL PRADO ,9,CAMPANILLAS 
82638,CRIL,MAJA NEVADA ,1,15,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
82638,CRIL,MAJA NEVADA ,2,18,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81580,DSMO,MAJA NEVADA ,1,3,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81580,DSMO,MAJA NEVADA ,2,4,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81063,DSMO,MAJADA DEL DIFUNTO,1,1,DSMO DM CIUDAD JARDIN ,3,CIUDAD JARDIN 
21854,CMNO,MAJADALLANAS LAS,1,1,CATERPILLAR ,9,CAMPANILLAS 
21854,CMNO,MAJADALLANAS LAS,3,17,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
21854,CMNO,MAJADALLANAS LAS,2,2,EL MALLORQUIN ,9,CAMPANILLAS 
21854,CMNO,MAJADALLANAS LAS,4,12,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
42168,CL,MAJADAS LAS ,1,11,MANGAS VERDES ,3,CIUDAD JARDIN 
42168,CL,MAJADAS LAS ,2,14,MANGAS VERDES ,3,CIUDAD JARDIN 
42392,CTRA,MALAGA ANTEQUERA,1,11,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
42392,CTRA,MALAGA ANTEQUERA,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
42420,CL,MALAGA NEGRO,1,33,CORTIJO BAZAN ,3,CIUDAD JARDIN 
42420,CL,MALAGA NEGRO,2,28,CORTIJO BAZAN ,3,CIUDAD JARDIN 
42448,AV,MALAGA OLOROSO,1,49,CORTIJO BAZAN ,3,CIUDAD JARDIN 
42448,AV,MALAGA OLOROSO,2,22,LOS CASINIS ,3,CIUDAD JARDIN 
42448,AV,MALAGA OLOROSO,24,44,CORTIJO BAZAN ,3,CIUDAD JARDIN 
42476,SNDA,MALAGUE�A ,1,11,SACABA BEACH,7,CARRETERA DE CADIZ
42476,SNDA,MALAGUE�A ,2,12,SACABA BEACH,7,CARRETERA DE CADIZ
42477,AV,MALAGUE�AS DE LAS ,1,1,RECINTO FERIAL CORTIJO TORRES ,6,CRUZ DE HUMILLADERO 
42477,AV,MALAGUE�AS DE LAS ,2,2,RECINTO FERIAL CORTIJO TORRES ,6,CRUZ DE HUMILLADERO 
42490,PL,MALAGUETA ,1,5,LA MALAGUETA,1,CENTRO
42490,PL,MALAGUETA ,2,4,LA MALAGUETA,1,CENTRO
42504,CL,MALAKA,1,17,EL ATABAL ,10,PUERTO DE LA TORRE
42504,CL,MALAKA,2,22,EL ATABAL ,10,PUERTO DE LA TORRE
42518,CL,MALAMBRUNO,1,11,COLMENAREJO ,9,CAMPANILLAS 
42518,CL,MALAMBRUNO,2,12,COLMENAREJO ,9,CAMPANILLAS 
42546,CL,MALAQUIAS ,1,7,VENTAJA ALTA,1,CENTRO
42546,CL,MALAQUIAS ,2,10,VENTAJA ALTA,1,CENTRO
42532,CL,MALASA�A,1,65,LA TRINIDAD ,1,CENTRO
42532,CL,MALASA�A,2,48,LA TRINIDAD ,1,CENTRO
42537,CL,MALASIA ,1,37,PIZARRILLO,8,CHURRIANA 
42537,CL,MALASIA ,2,60,PIZARRILLO,8,CHURRIANA 
42541,CL,MALLARME,1,3,HACIENDA BIZCOCHERO ,11,TEATINOS-UNIVERSIDAD
42541,CL,MALLARME,2,4,HACIENDA BIZCOCHERO ,11,TEATINOS-UNIVERSIDAD
21686,CMNO,MALLORQUIN EL ,1,1,CATERPILLAR ,9,CAMPANILLAS 
21686,CMNO,MALLORQUIN EL ,3,53,EL MALLORQUIN ,9,CAMPANILLAS 
21686,CMNO,MALLORQUIN EL ,2,70,EL MALLORQUIN ,9,CAMPANILLAS 
82089,DSMO,MALLORQUIN EL ,1,3,CATERPILLAR ,9,CAMPANILLAS 
82089,DSMO,MALLORQUIN EL ,2,2,CATERPILLAR ,9,CAMPANILLAS 
82089,DSMO,MALLORQUIN EL ,28,28,DSMO DM CAMPANILLAS ,9,CAMPANILLAS 
42560,CL,MALPICA ,1,13,PERCHEL SUR ,1,CENTRO
42560,CL,MALPICA ,2,14,PERCHEL SUR ,1,CENTRO
42574,CL,MALTA ,1,17,PARQ EMP SANTA TERESA ,8,CHURRIANA 
42574,CL,MALTA ,2,24,PARQ EMP GUADALHORCE,8,CHURRIANA 
42588,CL,MALTESA LA,1,53,LOS MORALES ,10,PUERTO DE LA TORRE
42588,CL,MALTESA LA,55,111,EL CHAPARRAL,10,PUERTO DE LA TORRE
42588,CL,MALTESA LA,2,52,LOS MORALES ,10,PUERTO DE LA TORRE
42588,CL,MALTESA LA,54,100,EL CHAPARRAL,10,PUERTO DE LA TORRE
42616,CL,MALVA ,1,5,PUERTOSOL ,10,PUERTO DE LA TORRE
42616,CL,MALVA ,2,10,PUERTOSOL ,10,PUERTO DE LA TORRE
42623,CL,MALVALOCA ,1,1,SANTA ROSALIA ,9,CAMPANILLAS 
42623,CL,MALVALOCA ,2,40,SANTA ROSALIA ,9,CAMPANILLAS 
42630,CL,MAMBRINO,1,7,COLMENAREJO ,9,CAMPANILLAS 
42630,CL,MAMBRINO,2,6,COLMENAREJO ,9,CAMPANILLAS 
42656,CL,MANAGUA ,1,3,LOS PRADOS,6,CRUZ DE HUMILLADERO 
42656,CL,MANAGUA ,2,12,PARQ EMP SAN LUIS ,6,CRUZ DE HUMILLADERO 
42658,CL,MANASES ,1,5,MANGAS VERDES ,3,CIUDAD JARDIN 
42658,CL,MANASES ,2,2,MANGAS VERDES ,3,CIUDAD JARDIN 
81469,DSMO,MANCERA ,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
42672,CL,MANCERAS LOS,1,37,LOS MANCERAS,9,CAMPANILLAS 
42672,CL,MANCERAS LOS,2,2,LOS MANCERAS,9,CAMPANILLAS 
42682,PJE ,MANCERAS LOS,1,5,LOS MANCERAS,9,CAMPANILLAS 
42682,PJE ,MANCERAS LOS,2,4,LOS MANCERAS,9,CAMPANILLAS 
42697,CL,MANET ,1,9,HACIENDA CABELLO,10,PUERTO DE LA TORRE
42697,CL,MANET ,2,4,HACIENDA CABELLO,10,PUERTO DE LA TORRE
42700,CL,MANGA ,1,15,LOS PRADOS,6,CRUZ DE HUMILLADERO 
42700,CL,MANGA ,2,34,LOS PRADOS,6,CRUZ DE HUMILLADERO 
81523,DSMO,MANGARRETE,1,1,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
81523,DSMO,MANGARRETE,2,2,DISEMINADO DM P DE LA TORRE ,10,PUERTO DE LA TORRE
42714,CL,MANGUITO,1,5,CAMPANILLAS ,9,CAMPANILLAS 
42714,CL,MANGUITO,2,4,CAMPANILLAS ,9,CAMPANILLAS 
42756,CL,MANILVA ,1,7,MANGAS VERDES ,3,CIUDAD JARDIN 
42756,CL,MANILVA ,2,10,MANGAS VERDES ,3,CIUDAD JARDIN 
42778,CL,MANOLETE,1,7,GRANJA SUAREZ ,4,BAILEN-MIRAFLORES 
42778,CL,MANOLETE,2,6,GRANJA SUAREZ ,4,BAILEN-MIRAFLORES 
21505,CL,MANOLO SEGURA ,1,1,ALMUDENA,7,CARRETERA DE CADIZ
21505,CL,MANOLO SEGURA ,2,2,IND LA TERMICA,7,CARRETERA DE CADIZ
21523,PL,MANOS UNIDAS,1,3,LAS MORILLAS,11,TEATINOS-UNIVERSIDAD
21523,PL,MANOS UNIDAS,5,7,HACIENDA CABELLO,10,PUERTO DE LA TORRE
21523,PL,MANOS UNIDAS,2,2,LAS MORILLAS,11,TEATINOS-UNIVERSIDAD
21523,PL,MANOS UNIDAS,4,6,HACIENDA CABELLO,10,PUERTO DE LA TORRE
42812,CL,MANRIQUE,1,11,EL EJIDO,1,CENTRO
42812,CL,MANRIQUE,13,29,CRISTO DE LA EPIDEMIA ,1,CENTRO
42812,CL,MANRIQUE,2,26,CRISTO DE LA EPIDEMIA ,1,CENTRO
42819,PJE ,MANRIQUE,1,1,CRISTO DE LA EPIDEMIA ,1,CENTRO
42819,PJE ,MANRIQUE,2,2,CRISTO DE LA EPIDEMIA ,1,CENTRO
42826,CL,MANRIQUE DE LARA,1,1,CIUDAD JARD�N ,3,CIUDAD JARDIN 
42826,CL,MANRIQUE DE LARA,2,4,CIUDAD JARD�N ,3,CIUDAD JARDIN 
42840,AV,MANUEL AGUSTIN HEREDIA,1,7,PUERTO,1,CENTRO
42840,AV,MANUEL AGUSTIN HEREDIA,2,34,ENSANCHE CENTRO ,1,CENTRO
19628,CL,MANUEL ALTOLAGUIRRE ,1,19,LAS DELICIAS,7,CARRETERA DE CADIZ
19628,CL,MANUEL ALTOLAGUIRRE ,2,36,LAS DELICIAS,7,CARRETERA DE CADIZ
42882,AV,MANUEL ALVAR,1,1,BUTANO,7,CARRETERA DE CADIZ
42882,AV,MANUEL ALVAR,2,6,IND LA TERMICA,7,CARRETERA DE CADIZ
42882,AV,MANUEL ALVAR,8,10,MINERVA ,7,CARRETERA DE CADIZ
42882,AV,MANUEL ALVAR,12,14,PALACIO DEPORTES,7,CARRETERA DE CADIZ
42896,CL,MANUEL AMARO,1,29,HACIENDA ROLDAN ,11,TEATINOS-UNIVERSIDAD
42896,CL,MANUEL AMARO,2,30,HACIENDA ROLDAN ,11,TEATINOS-UNIVERSIDAD
42924,CL,MANUEL APARICIO ,1,1,HAZA DEL CAMPILLO ,4,BAILEN-MIRAFLORES 
42924,CL,MANUEL APARICIO ,2,12,HAZA DEL CAMPILLO ,4,BAILEN-MIRAFLORES 
42952,CL,MANUEL ASSIEGO CODES,1,97,GIRON ,7,CARRETERA DE CADIZ
42952,CL,MANUEL ASSIEGO CODES,2,116,GIRON ,7,CARRETERA DE CADIZ
21482,JDIN,MANUEL ATENCIA GARCIA ,1,1,CENTRO HISTORICO,1,CENTRO
21482,JDIN,MANUEL ATENCIA GARCIA ,2,2,CENTRO HISTORICO,1,CENTRO
42980,CL,MANUEL ATIENZA,1,25,HAZA DEL CAMPILLO ,4,BAILEN-MIRAFLORES 
42980,CL,MANUEL ATIENZA,2,26,HAZA DEL CAMPILLO ,4,BAILEN-MIRAFLORES 
42990,PL,MANUEL AZA�A DE ,1,1,CARRANQUE ,6,CRUZ DE HUMILLADERO 
42990,PL,MANUEL AZA�A DE ,3,3,POL CTRA DE CARTAMA ,6,CRUZ DE HUMILLADERO 
42990,PL,MANUEL AZA�A DE ,2,2,POL CTRA DE CARTAMA ,6,CRUZ DE HUMILLADERO 
42990,PL,MANUEL AZA�A DE ,4,4,CARRANQUE ,6,CRUZ DE HUMILLADERO 
42999,CL,MANUEL BARTOLOME DE COSSIO,1,3,SANTA CRISTINA,6,CRUZ DE HUMILLADERO 
42999,CL,MANUEL BARTOLOME DE COSSIO,2,26,TIRO DE PICHON,6,CRUZ DE HUMILLADERO 
44262,PL,MANUEL BAUTISTA AVILA ,1,13,COLONIA SANTA INES,11,TEATINOS-UNIVERSIDAD
44262,PL,MANUEL BAUTISTA AVILA ,2,2,COLONIA SANTA INES,11,TEATINOS-UNIVERSIDAD
44262,PL,MANUEL BAUTISTA AVILA ,4,6,EL TEJAR,11,TEATINOS-UNIVERSIDAD
43008,CL,MANUEL BENITEZ EL CORDOBES,1,23,GRANJA SUAREZ ,4,BAILEN-MIRAFLORES 
43008,CL,MANUEL BENITEZ EL CORDOBES,2,24,GRANJA SUAREZ ,4,BAILEN-MIRAFLORES 
43029,CL,MANUEL CALLEJON NAVAS ,1,5,503 VIVIENDAS ,5,PALMA-PALMILLA
43029,CL,MANUEL CALLEJON NAVAS ,2,14,503 VIVIENDAS ,5,PALMA-PALMILLA
50250,AV,MANUEL CASTILLO ,1,7,CENTRO DE OCIO,8,CHURRIANA 
50250,AV,MANUEL CASTILLO ,2,6,LOS CHOCHALES ,8,CHURRIANA 
49287,CL,MANUEL CURROS ENRIQUEZ,1,47,GUADALMAR ,8,CHURRIANA 
49287,CL,MANUEL CURROS ENRIQUEZ,2,64,GUADALMAR ,8,CHURRIANA 
43036,CL,MANUEL DE FALLA ,1,5,LA PAZ,7,CARRETERA DE CADIZ
43036,CL,MANUEL DE FALLA ,2,6,LA PAZ,7,CARRETERA DE CADIZ
43176,CL,MANUEL DE LA REVILLA,1,19,PEDREGALEJO ,2,ESTE
43176,CL,MANUEL DE LA REVILLA,2,16,PEDREGALEJO ,2,ESTE
43134,CL,MANUEL DE LEON,1,1,EL PALO ,2,ESTE
43134,CL,MANUEL DE LEON,2,2,EL PALO ,2,ESTE
43148,CL,MANUEL DE LOS SANTOS,1,27,CIUDAD JARD�N ,3,CIUDAD JARDIN 
43148,CL,MANUEL DE LOS SANTOS,2,12,CIUDAD JARD�N ,3,CIUDAD JARDIN 
43204,CL,MANUEL DE PALACIO ,1,39,VALLE DE LOS GALANES,2,ESTE
43204,CL,MANUEL DE PALACIO ,2,40,VALLE DE LOS GALANES,2,ESTE
21794,PL,MANUEL DIAZ MILLAN,1,1,PEDREGALEJO ,2,ESTE
21794,PL,MANUEL DIAZ MILLAN,2,2,PEDREGALEJO ,2,ESTE
21689,CL,MANUEL DOVADO ,1,1,LOS MANANTIALES ,8,CHURRIANA 
21689,CL,MANUEL DOVADO ,2,2,DSMO DM CHURRIANA ,8,CHURRIANA 
21441,CL,MANUEL ESPA�A LOBO,1,5,POL ALAMEDA ,6,CRUZ DE HUMILLADERO 
21441,CL,MANUEL ESPA�A LOBO,2,2,POL ALAMEDA ,6,CRUZ DE HUMILLADERO 
43232,CL,MANUEL FERNANDEZ GONZALEZ ,1,7,EL LIMONAR,2,ESTE
43232,CL,MANUEL FERNANDEZ GONZALEZ ,2,12,EL LIMONAR,2,ESTE
30181,CL,MANUEL FLORES CALDERON,1,7,SOLIVA ESTE ,10,PUERTO DE LA TORRE
30181,CL,MANUEL FLORES CALDERON,2,10,SOLIVA ESTE ,10,PUERTO DE LA TORRE
43260,CL,MANUEL FREIRE ,1,47,CAMPANILLAS ,9,CAMPANILLAS 
43260,CL,MANUEL FREIRE ,2,46,CAMPANILLAS ,9,CAMPANILLAS 
43288,CL,MANUEL GIMENEZ LOMBARDO ,1,15,CIUDAD JARD�N ,3,CIUDAD JARDIN 
43288,CL,MANUEL GIMENEZ LOMBARDO ,2,4,CIUDAD JARD�N ,3,CIUDAD JARDIN 
43316,AV,MANUEL GORRIA ,1,53,LOS NARANJOS,3,CIUDAD JARDIN 
43316,AV,MANUEL GORRIA ,55,79,PINARES DE OLLETAS,1,CENTRO
43316,AV,MANUEL GORRIA ,2,24,LAS FLORES,3,CIUDAD JARDIN 
43316,AV,MANUEL GORRIA ,26,44,PINARES DE OLLETAS,1,CENTRO
58674,CL,MANUEL JOSE GARCIA CAPARROS ,1,7,CENTRO HISTORICO,1,CENTRO
58674,CL,MANUEL JOSE GARCIA CAPARROS ,2,6,CENTRO HISTORICO,1,CENTRO
43344,CL,MANUEL LAGUNA ,1,7,CIUDAD JARD�N ,3,CIUDAD JARDIN 
43344,CL,MANUEL LAGUNA ,9,63,MANGAS VERDES ,3,CIUDAD JARDIN 
43344,CL,MANUEL LAGUNA ,2,2,PARQUE DEL SUR,3,CIUDAD JARDIN 
43344,CL,MANUEL LAGUNA ,4,58,MANGAS VERDES ,3,CIUDAD JARDIN 
43372,CL,MANUEL MARIA CARE ,1,9,FINCA LA PALMA,11,TEATINOS-UNIVERSIDAD
43372,CL,MANUEL MARIA CARE ,2,8,FINCA LA PALMA,11,TEATINOS-UNIVERSIDAD
43386,CL,MANUEL MARTIN ESTEVEZ ,1,3,LA MALAGUETA,1,CENTRO
43386,CL,MANUEL MARTIN ESTEVEZ ,2,6,LA MALAGUETA,1,CENTRO
68257,PL,MANUEL MARTIN MOLINA,1,17,TORRES DE LA SERNA,7,CARRETERA DE CADIZ
68257,PL,MANUEL MARTIN MOLINA,2,18,TORRES DE LA SERNA,7,CARRETERA DE CADIZ
49350,CL,MANUEL MORIEL F. BOLA�OS,1,3,NUEVA MALAGA,4,BAILEN-MIRAFLORES 
49350,CL,MANUEL MORIEL F. BOLA�OS,2,4,NUEVA MALAGA,4,BAILEN-MIRAFLORES 
21467,PQUE,MANUEL NAVARRETE,1,1,LAS VIRREINAS ,5,PALMA-PALMILLA
21467,PQUE,MANUEL NAVARRETE,2,2,LAS VIRREINAS ,5,PALMA-PALMILLA
43414,CL,MANUEL OLIVER HURTADO ,1,23,LA NORIA,8,CHURRIANA 
43414,CL,MANUEL OLIVER HURTADO ,2,26,LA NORIA,8,CHURRIANA 
21653,GTA ,MANUEL PELLEGRINI ,1,1,LA PALMA,5,PALMA-PALMILLA
21653,GTA ,MANUEL PELLEGRINI ,2,2,LA ROCA ,5,PALMA-PALMILLA
43428,CL,MANUEL RIVADENEYRA,1,53,COLONIA SANTA INES,11,TEATINOS-UNIVERSIDAD
43428,CL,MANUEL RIVADENEYRA,2,28,COLONIA SANTA INES,11,TEATINOS-UNIVERSIDAD
43428,CL,MANUEL RIVADENEYRA,30,30,LOS MOLINOS ,11,TEATINOS-UNIVERSIDAD
43442,PJE ,MANUEL RIVADENEYRA,1,1,COLONIA SANTA INES,11,TEATINOS-UNIVERSIDAD
43442,PJE ,MANUEL RIVADENEYRA,2,8,COLONIA SANTA INES,11,TEATINOS-UNIVERSIDAD
80406,DSMO,MANUEL RIVERA ,1,1,DSMO DM ESTE,2,ESTE
43449,CL,MANUEL RIVERA VERA,1,41,EL TOMILLAR ,10,PUERTO DE LA TORRE
43449,CL,MANUEL RIVERA VERA,2,36,EL TOMILLAR ,10,PUERTO DE LA TORRE
43456,AV,MANUEL RODRIGUEZ,1,29,EL TOMILLAR ,10,PUERTO DE LA TORRE
43456,AV,MANUEL RODRIGUEZ,2,44,EL TOMILLAR ,10,PUERTO DE LA TORRE
43470,CL,MANUEL RUIZ ZORRILLA,1,29,VICTORIA EUGENIA,4,BAILEN-MIRAFLORES 
43470,CL,MANUEL RUIZ ZORRILLA,2,26,VICTORIA EUGENIA,4,BAILEN-MIRAFLORES 
43477,AV,MANUEL TORRES ,1,11,EL TORCAL ,7,CARRETERA DE CADIZ
43477,AV,MANUEL TORRES ,2,12,EL TORCAL ,7,CARRETERA DE CADIZ
43480,CL,MANUEL VARGAS ,1,9,EL TORCAL ,7,CARRETERA DE CADIZ
43480,CL,MANUEL VARGAS ,2,6,EL TORCAL ,7,CARRETERA DE CADIZ
43484,CL,MANUELA NOGALES ,1,5,LOS TILOS ,6,CRUZ DE HUMILLADERO 
43484,CL,MANUELA NOGALES ,2,4,LOS TILOS ,6,CRUZ DE HUMILLADERO 
43491,PJE ,MANUELA NOGALES ,1,1,LOS TILOS ,6,CRUZ DE HUMILLADERO 
